Track name,Artist name,Album,Playlist name,Type,ISRC
"Hot for Teacher - 2015 Remaster","Van Halen","1984 (Remastered)","Favorite Songs","Favorite","USWB11403684"
"Fire in the Night - The Factory Team Mix","Ken Martin","40 Best of Eurobeat","Favorite Songs","Favorite","ITC941500260"
"Insomnia","David Dima","David Dima Eurobeat Hits","Favorite Songs","Favorite","GBSMU7286728"
"Crazy Night - Extended mix","Boys Band","Bratt Sinclaire Eurobeat Style Vol.2","Favorite Songs","Favorite","ITB110000236"
"The Phoenix","Fall Out Boy","Save Rock And Roll","Favorite Songs","Favorite","USUM71302620"
"Synrise","GOOSE","Synrise","Favorite Songs","Favorite","BEV201000001"
"Play With Me","Extreme","Extreme","Favorite Songs","Favorite","USAM18923370"
"Back Hall","Mikko Tarmia","Amnesia: The Dark Descent (Original Game Soundtrack)","Favorite Songs","Favorite","SEYOK2010035"
"Through The Fire And Flames","DragonForce","Inhuman Rampage","Favorite Songs","Favorite","FIUM72000106"
"Without Me","Eminem","The Eminem Show","Favorite Songs","Favorite","USIR10211038"
"Surface","Aero Chord","Surface","Favorite Songs","Favorite","CA6D21000356"
"Boundless","Aero Chord","Boundless","Favorite Songs","Favorite","CA6D21400038"
"The Ecstasy Of Gold - 2004 Remaster","Ennio Morricone","The Good, The Bad And The Ugly [Original Motion Picture Soundtrack / (Remastered & Expanded)]","Favorite Songs","Favorite","USNPD0800979"
"Midnight Madness","The Chemical Brothers","Brotherhood (Deluxe)","Favorite Songs","Favorite","GBAAA0800506"
"Voodoo People (Pendulum Mix)","The Prodigy","Voodoo People / Out of Space","Favorite Songs","Favorite","GBBKS0562618"
"Carry On","ANGRA","Angels Cry / Holy Land","Favorite Songs","Favorite","DEA459805660"
"Minus Celsius","Backyard Babies","Stockholm Syndrome","Favorite Songs","Favorite","SEBMC0378010"
"il vento d'oro","Yugo Kanno","JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture","Favorite Songs","Favorite","JPQ461800540"
"You're Gonna Go Far, Kid","The Offspring","Rise And Fall, Rage And Grace","Favorite Songs","Favorite","USSM10801605"
"Theme of Ken","Capcom Sound Team","Street Fighter V Original Soundtrack","Favorite Songs","Favorite","JPE101600830"
"Cliffs Of Dover - Instrumental","Eric Johnson","Ah Via Musicom","Favorite Songs","Favorite","USCA28900086"
"The Kids Aren't Alright","The Offspring","Americana","Favorite Songs","Favorite","USSM19804363"
"Shoot to Thrill","AC/DC","Back In Black","Favorite Songs","Favorite","AUAP08000042"
"You Really Got Me - 2015 Remaster","Van Halen","Van Halen (Remastered)","Favorite Songs","Favorite","USWB11403670"
"Brother Louie","Modern Talking","Ready For Romance","Favorite Songs","Favorite","DEC738600004"
"Cheri Cheri Lady","Modern Talking","Let's Talk About Love","Favorite Songs","Favorite","DEC738500001"
"Never Gonna Give You Up","Rick Astley","Whenever You Need Somebody","Favorite Songs","Favorite","GBARL9300135"
"Right Now","Van Halen","Best of Volume 1","Favorite Songs","Favorite","USWB19000029"
"La Leyenda del Hada y el Mago - Vivo","Rata Blanca","XX Aniversario En Vivo - Magos, Espadas Y Rosas","Favorite Songs","Favorite","ARF851100058"
"El Reino Olvidado","Rata Blanca","El Reino Olvidado","Favorite Songs","Favorite","ARF850800110"
"Fire Aura","Kid2Will","Living Planet","Favorite Songs","Favorite","ushm21008913"
"~EnV~Heaven Rd. 2 (Ng mix)","Env","~EnV~Heaven Rd. 2 (Ng mix)","Favorite Songs","Favorite","QM42K1798348"
"Lifetime","DJ T3chnic","Lifetime","Favorite Songs","Favorite","TCABT1447346"
"Come & Get It","Krewella","PLAY HARDER REMIX EP","Favorite Songs","Favorite","USQX91202173"
"Take on Me","a-ha","Hunting High and Low","Favorite Songs","Favorite","USWB19901214"
"New Sensation","INXS","Kick (Remastered 2011)","Favorite Songs","Favorite","GBAMX8700009"
"You're My Heart, You're My Soul","Modern Talking","The First & Second Album (30th Anniversary Edition)","Favorite Songs","Favorite","DEC738500015"
"Great Fairy Fountain","Kyle Landry","Great Fairy Fountain","Favorite Songs","Favorite","QMPKX1732924"
"Troposphere","Rom Di Prisco","Cryptidalia","Favorite Songs","Favorite","uscgh1838531"
"Gamma Velorum","Rom Di Prisco","Cryptidalia","Favorite Songs","Favorite","uscgh1838533"
"Ausländer","Rammstein","Rammstein","Favorite Songs","Favorite","DEUM71900527"
"No Need for Satisfaction","The Durango Riot","Telemission","Favorite Songs","Favorite","SEWOL0700403"
"Celestica","Crystal Castles","Crystal Castles (II)","Favorite Songs","Favorite","GBUM71003565"
"Untrust Us","Crystal Castles","Crystal Castles","Favorite Songs","Favorite","CAL450896202"
"Reckless","Crystal Castles","Crystal Castles","Favorite Songs","Favorite","CAL450896214"
"Deicide","Crystal Castles","Deicide","Favorite Songs","Favorite","GBUM71504459"
"Maniac","Michael Sembello","Flashdance Original Soundtrack From The Motion Picture","Favorite Songs","Favorite","USPR38302462"
"Money For Nothing","Dire Straits","Brothers In Arms","Favorite Songs","Favorite","GBF088500674"
"Eurobeat - Extended mix","Dr. Love","Bratt Sinclaire Eurobeat Style Vol.3","Favorite Songs","Favorite","ITB119700094"
"BE MY BABE","Jilly","SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜","Favorite Songs","Favorite","JPB601503319"
"Superdance - Extended mix","Vicky Vale","Bratt Sinclaire Eurobeat Style Vol.9","Favorite Songs","Favorite","ITB119800151"
"DANCING","Vicky Vale","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","ITB119500020"
"MEGALOVANIA","Toby Fox","UNDERTALE Soundtrack","Favorite Songs","Favorite","USE831569698"
"You Take Me to the Top - Extended Mix","Jeebee","Oldies Goldies, Vol. 1","Favorite Songs","Favorite","ITB109711223"
"LONELY LOVE","Sophie","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","JPB601503586"
"Rock It","Sub Focus","Rock It","Favorite Songs","Favorite","GBBZH0907801"
"NIGHT OF FIRE","NIKO","SUPER EUROBEAT presents INITIAL D〜D SELECTION 3〜","Favorite Songs","Favorite","ITB119700089"
"I LOVE YOU LIKE YOU ARE","Valentina","SUPER EUROBEAT presents INITIAL D Second Stage 〜D SELECTION 1〜","Favorite Songs","Favorite","ITA879700340"
"MAYBE TONITE","Norma Sheffield","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","ITA879700220"
"LOVE IS IN DANGER","Priscilla","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","ITB119700120"
"STAY","VICTORIA","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","JPB609840921"
"BURNING UP FOR YOU","Sara","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","ITB119700083"
"DON'T STOP THE MUSIC","Lou Grant","SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜","Favorite Songs","Favorite","JPB601503320"
"RUNNING IN THE 90'S","Max Coveri","SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜","Favorite Songs","Favorite","ITB119700121"
"DISCO FIRE","dave rodgers","SUPER EUROBEAT presents INITIAL D DAVE RODGERS SELECTION","Favorite Songs","Favorite","ITA870500338"
"I Need Your Love (feat. Ellie Goulding)","Calvin Harris","18 Months","Favorite Songs","Favorite","GBARL1201390"
"Collide","Hellberg","Collide","Favorite Songs","Favorite","TCABS1341025"
"Awaken","League of Legends","Awaken","Favorite Songs","Favorite","NLRD51859888"
"Medicate","AFI","Crash Love (Deluxe)","Favorite Songs","Favorite","USUM70979478"
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","Favorite Songs","Favorite","GBUM71029610"
"Night of Fire - Extended mix","Niko","Bratt Sinclaire Eurobeat Style Vol.7","Favorite Songs","Favorite","ITB119700089"
"It's My Life - Extended Version","Dusty","Eurobeat Kudos 13","Favorite Songs","Favorite","ITZE51800126"
"Glitterball","FC Kahuna","Machine Says Yes","Favorite Songs","Favorite","GBBMQ0200191"
"Blue Monday - 2016 Remaster","New Order","Singles (2016 Remaster)","Favorite Songs","Favorite","GBAAP1500066"
"You Spin Me Round (Like a Record)","Dead Or Alive","Youthquake","Favorite Songs","Favorite","GBBBM8502013"
"Tarzan Boy","Baltimora","Living In The Background","Favorite Songs","Favorite","ITD008500001"
"Luna de Miel en la Mano","Virus","Locura","Favorite Songs","Favorite","ARF109500350"
"Night Of The Hunter","Thirty Seconds To Mars","This Is War (Deluxe)","Favorite Songs","Favorite","USVI20900429"
"Raise Your Hands","Ummet Ozcan","Raise Your Hands","Favorite Songs","Favorite","NLZ541400027"
"Scatman (ski-ba-bop-ba-dop-bop)","Scatman John","Scatman's World","Favorite Songs","Favorite","DKELA9610005"
"Blinding Lights","The Weeknd","After Hours","Favorite Songs","Favorite","USUG11904206"
"Teenagers","My Chemical Romance","The Black Parade","Favorite Songs","Favorite","USRE10602912"
"Na Na Na (Na Na Na Na Na Na Na Na Na)","My Chemical Romance","Danger Days: The True Lives of the Fabulous Killjoys","Favorite Songs","Favorite","USRE11000909"
"The Ghost of You","My Chemical Romance","Three Cheers for Sweet Revenge","Favorite Songs","Favorite","USRE10400661"
"Hurricane","Thirty Seconds To Mars","This Is War (Deluxe)","Favorite Songs","Favorite","USVI20900432"
"Great Fairy Fountain","Taylor Davis","Melodies of Hyrule: Music from ""The Legend of Zelda""","Favorite Songs","Favorite","TCABS1305223"
"Great Fairy Fountain","VGR","Great Fairy Fountain","Favorite Songs","Favorite","QZES91967377"
"Set Me Free","RVDY","Set Me Free","Favorite Songs","Favorite","GBSMU4253694"
"Ahora (feat. Angel Doze)","Zion & Lennox","Motivando a la Yal","Favorite Songs","Favorite","USUYG1044462"
"Atlantis To Interzone","Klaxons","Myths Of The Near Future","Favorite Songs","Favorite","GBUM70606233"
"The Law of Life","Elite Force","Revamped","Favorite Songs","Favorite","DEZ651004378"
"Fresh","Kool & The Gang","Emergency (Reissue)","Favorite Songs","Favorite","USUMG0000175"
"September","Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1","Favorite Songs","Favorite","USSM17800845"
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Favorite Songs","Favorite","USQX91300809"
"Busy Child","The Crystal Method","Vegas (Deluxe Edition)","Favorite Songs","Favorite","USOR19700302"
"Keep Hope Alive","The Crystal Method","Vegas (Deluxe Edition)","Favorite Songs","Favorite","USOU19700306"
"Stayin Alive","Bee Gees","The Ultimate Bee Gees","Favorite Songs","Favorite","USRH10721057"
"Halo","Martin O'Donnell","Halo: Combat Evolved (Original Soundtrack)","Favorite Songs","Favorite","USSR20600318"
"Some Chords","deadmau5","4x4=12","Favorite Songs","Favorite","GBTDG1000182"
"Operation: Evolution","Dimrain47","The Dimrain47 Collection (2005-2012)","Favorite Songs","Favorite","QZK6P1909177"
"You Give Love A Bad Name","Bon Jovi","Slippery When Wet","Favorite Songs","Favorite","USPR39402224"
"Livin' On A Prayer","Bon Jovi","Slippery When Wet","Favorite Songs","Favorite","USPR38619998"
"It's My Life","Bon Jovi","Crush","Favorite Songs","Favorite","USIR20000145"
"Panama - 2015 Remaster","Van Halen","1984 (Remastered)","Favorite Songs","Favorite","USWB11403681"
"Hurricane Jane","Black Kids","Partie Traumatic","Favorite Songs","Favorite","GBUM70803624"
"Azul","Cristian Castro","Grandes Hits","Favorite Songs","Favorite","USBL10100287"
"Lloviendo Estrellas","Cristian Castro","Grandes Hits","Favorite Songs","Favorite","USBL10100315"
"Now We Are Free","Hans Zimmer","Gladiator - Music From The Motion Picture","Favorite Songs","Favorite","USUMC0000062"
"Funkytown - Single Version","Lipps Inc.","4 ALL AGES: Disco Music","Favorite Songs","Favorite","USPR37902457"
"No Podrás","Cristian Castro","Serie 32: Cristian Castro","Favorite Songs","Favorite","MXUM70803699"
"Paradise","Coldplay","Mylo Xyloto","Favorite Songs","Favorite","GBAYE1101143"
"Viva La Vida","Coldplay","Viva La Vida or Death and All His Friends","Favorite Songs","Favorite","GBAYE0800265"
"Hymn for the Weekend","Coldplay","A Head Full of Dreams","Favorite Songs","Favorite","GBAYE1500979"
"Adventure of a Lifetime","Coldplay","A Head Full of Dreams","Favorite Songs","Favorite","GBAYE1500981"
"Overwatch Trailer Theme 2016 (Orchestral Remix)","Laura Platt","Overwatch: Trailer Theme Orchestral Remix","Favorite Songs","Favorite","USE831568368"
"Ridin'","Chamillionaire","The Sound of Revenge","Favorite Songs","Favorite","USUM70503088"
"Title Theme","TPR","A Melancholy Tribute To The Legend Of Zelda: Ocarina Of Time","Favorite Songs","Favorite","USE830936771"
"Prayer - Extended mix","Ducky Chix","Bratt Sinclaire Eurobeat Style Vol.13","Favorite Songs","Favorite","ITM681300246"
"Chemical Love","KEVIN&CHERRY","Delta Ultimate Collection Presents","Favorite Songs","Favorite","ITB110500522"
"One","Swedish House Mafia","One (Your Name)","Favorite Songs","Favorite","GBAAA1000093"
"One (Your Name)","Swedish House Mafia","Until Now","Favorite Songs","Favorite","GBAAA1000166"
"The Island, Pt. II (Dusk)","Pendulum","Immersion","Favorite Songs","Favorite","GBAHT1000130"
"Destination Calabria - Extended Mix","Alex Gaudino","Destination Calabria","Favorite Songs","Favorite","FR6V80035605"
"Haze","Protiac","Protiac","Favorite Songs","Favorite","usdy41811257"
"Ready for Action","Alvaro","Ready for Action","Favorite Songs","Favorite","NLZ541300877"
"Primeval","Will Atkinson","Primeval","Favorite Songs","Favorite","NLZ541800996"
"Habits (Stay High) - The Chainsmokers Radio Edit","Tove Lo","Habits (Stay High) [The Chainsmokers Radio Edit]","Favorite Songs","Favorite","SEUM71400727"
"GAS GAS GAS - EXTENDED MIX","Manuel","GAS GAS GAS","Favorite Songs","Favorite","ITA870700318"
"NIGHT & DAY","Mr Groove","SUPER EUROBEAT presents INITIAL D〜D SELECTION 3〜","Favorite Songs","Favorite","ITA879700015"
"Dancing On The Street","David Dima","Dancing On The Street","Favorite Songs","Favorite","GBSMU7468318"
"Gettin' Over You (feat. Fergie & LMFAO)","David Guetta","One More Love","Favorite Songs","Favorite","FRZID1000210"
"Spring Waltz","Sung Eun Choi","Spring Waltz","Favorite Songs","Favorite","TCAEB1920714"
"Titan","Blasterjaxx","Titan","Favorite Songs","Favorite","NLZ541300825"
"DON'T YOU (FORGET ABOUT MY LOVE)","Sophie","SUPER EUROBEAT presents INITIAL D Second Stage 〜D SELECTION 1〜","Favorite Songs","Favorite","JPB601503766"
"Dr. Wily Stage 1","Capcom Sound Team","Mega Man 2 Sound Collection","Favorite Songs","Favorite","JPE101209680"
"Live It Up - Official Song 2018 FIFA World Cup Russia","Nicky Jam","Live It Up (Official Song 2018 FIFA World Cup Russia)","Favorite Songs","Favorite","USSD11800241"
"Played-A-Live (The Bongo Song)","Safri Duo","Episode ll","Favorite Songs","Favorite","DKBKA0100501"
"Techno Syndrome (Mortal Kombat)","The Immortals","Mortal Kombat: The Album","Favorite Songs","Favorite","USVI20700607"
"Ciclo Sin Fin","Tata Vega","El Rey Leon (Edición Especial)","Favorite Songs","Favorite","USWD10220766"
"Hakuna Matata","Claudia Pizá","El Rey Leon (Edición Especial)","Favorite Songs","Favorite","USWD10220769"
"Only U - No Intro","Ashanti","Concrete Rose","Favorite Songs","Favorite","USDJ20400941"
"Try Again","Aaliyah","IT - The Complete Fantasy Playlist","Favorite Songs","Favorite","UKDNQ1533734"
"Heads Will Roll - A-Trak Remix","Yeah Yeah Yeahs","Heads Will Roll (A-Trak Remix)","Favorite Songs","Favorite","USUM70906794"
"Mind Heist","Zack Hemsey","Mind Heist","Favorite Songs","Favorite","US5C31100015"
"Nine Thou (Grant Mohrman Superstars Remix)","Styles Of Beyond","Grant Mohrman Remixes","Favorite Songs","Favorite","ushm80779813"
"Low (feat. T-Pain)","Flo Rida","Mail on Sunday","Favorite Songs","Favorite","USAT20705841"
"Clair De Lune","Claude Debussy","The Evil Within: Original Game Soundtrack","Favorite Songs","Favorite","QMTH31400074"
"Under Control (feat. Hurts)","Calvin Harris","Motion","Favorite Songs","Favorite","GBARL1301271"
"Fighting - Extended","Cody","Ken Blast And Friends - REMASTERED","Favorite Songs","Favorite","ITB110600553"
"Eye of the Tiger","Survivor","Rocky IV","Favorite Songs","Favorite","USVR19600010"
"Invaders Must Die","The Prodigy","Invaders Must Die","Favorite Songs","Favorite","GBCEJ0800386"
"Song 2 - 2012 Remaster","Blur","Blur (Special Edition)","Favorite Songs","Favorite","GBAYE1200348"
"Rise Up","Yves Larock","Rise Up (The Remixes)","Favorite Songs","Favorite","CH6361507471"
"Rise Up 2k16 (feat. Jaba)","Yves Larock","Rise Up 2k16 (feat. Jaba)","Favorite Songs","Favorite","CH6361607481"
"Need You Tonight","INXS","Kick (Remastered 2011)","Favorite Songs","Favorite","GBAMX8700008"
"Original Sin","INXS","The Swing","Favorite Songs","Favorite","NLF050190259"
"Suicide Blonde","INXS","X (Remastered)","Favorite Songs","Favorite","GBAMX9000002"
"What You Need","INXS","The Very Best","Favorite Songs","Favorite","GBAMX8500010"
"Locked out of Heaven","Bruno Mars","Unorthodox Jukebox","Favorite Songs","Favorite","USAT21203287"
"Heartbeat - Extended mix","Nathalie","Bratt Sinclaire Eurobeat Style Vol.4","Favorite Songs","Favorite","ITB119700098"
"A Little Less Conversation - JXL Radio Edit Remix","Elvis Presley","A Little Less Conversation: Elvis vs JXL","Favorite Songs","Favorite","USRC10200288"
"El choclo","Juan D'Arienzo","Orquesta Juan D' Arienzo - La cumparsita","Favorite Songs","Favorite","ARG991006301"
"Loca People","Sak Noel","Loca People","Favorite Songs","Favorite","ES61A0800032"
"Revolution - Extended Version","Fastway","Initial Beat, Vol. 1","Favorite Songs","Favorite","ITZE51800214"
"Secrets","Tiësto","Club Life, Vol. 4 - New York City","Favorite Songs","Favorite","CYA111500019"
"Pump It","Black Eyed Peas","Monkey Business","Favorite Songs","Favorite","USIR10500407"
"Adicto A Ti","Walter Olmos","A Pura Sangre","Favorite Songs","Favorite","ARF060600793"
"Yerba Mala","Rodrigo","Soy Cordobes","Favorite Songs","Favorite","ARG991012358"
"No Me Mientas","Walter Olmos","A Pura Sangre","Favorite Songs","Favorite","ARF060600785"
"Amor Fugitivo","Walter Olmos","A Pura Sangre","Favorite Songs","Favorite","ARF060600792"
"Deja De Llorar","El Polaco","Sigo Por El Objetivo","Favorite Songs","Favorite","ARG990900339"
"Una Calle Nos Separa","Nestor En Bloque","Mi Único Amor","Favorite Songs","Favorite","ARG991026933"
"Amor De Adolescentes","Walter Olmos","A Pura Sangre","Favorite Songs","Favorite","ARF060600786"
"Mind Heist: Evolution","Zack Hemsey","Mind Heist","Favorite Songs","Favorite","US5C31100019"
"Sexy Bitch (feat. Akon)","David Guetta","One More Love","Favorite Songs","Favorite","FRZID0900500"
"Lovers on the Sun (feat. Sam Martin)","David Guetta","Listen Again","Favorite Songs","Favorite","GB28K1400016"
"Dangerous (feat. Sam Martin)","David Guetta","Listen","Favorite Songs","Favorite","GB28K1400036"
"Play Hard (feat. Ne-Yo & Akon)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1200052"
"Just One Last Time (feat. Taped Rai)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1200051"
"Little Bad Girl (feat. Taio Cruz & Ludacris)","David Guetta","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","GB28K1100020"
"Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix","Snoop Dogg","Nothing but the Beat (Ultimate Edition)","Favorite Songs","Favorite","USCA21100463"
"Wavin' Flag - Coca-Cola® Spanish Celebration Mix","K'NAAN","Troubadour (Champion Edition - Español Repackage)","Favorite Songs","Favorite","USUM70921689"
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Shakira","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Favorite Songs","Favorite","USSM11001353"
"We Are Young (feat. Janelle Monáe)","fun.","Some Nights","Favorite Songs","Favorite","USAT21101399"
"Caramelldansen","Caramella Girls","Supergott (Speedy Mixes)","Favorite Songs","Favorite","SERJR0805021"
"Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix","David Guetta","Pop Life","Favorite Songs","Favorite","FRZID0700050"
"Watch Out For This (Bumaye)","Major Lazer","Free The Universe (Extended Version)","Favorite Songs","Favorite","US38W1229208"
"King Dedede / Masked Dedede - From ""Kirby Super Star Ultra"" and ""Kirby Star Allies""","GaMetal","Dreamland Invasion","Favorite Songs","Favorite","QZ22B1926256"
"We Will Recover - Extended Mix","KAAZE","We Will Recover","Favorite Songs","Favorite","CYA111400020"
"Astronomia","Vicetone","Astronomia","Favorite Songs","Favorite","DK4YA1609401"
"Halo Theme Mjolnir Mix","Martin O'Donnell","Halo 2, Vol. 1 (Original Soundtrack)","Favorite Songs","Favorite","USSR20600028"
"Detroit Rock City","KISS","Double Platinum","Favorite Songs","Favorite","USPR37707201"
"We Are The Champions - Remastered 2011","Queen","News Of The World (2011 Remaster)","Favorite Songs","Favorite","GBUM71029619"
"The Real Slim Shady","Eminem","The Marshall Mathers LP","Favorite Songs","Favorite","USIR10000448"
"Intro","The xx","xx","Favorite Songs","Favorite","GBBKS0900196"
"Air","Dzeko & Torres","Club Life, Vol. 4 - New York City","Favorite Songs","Favorite","CYA111500028"
"Arcadia - Radio Edit","Hardwell","Arcadia","Favorite Songs","Favorite","NLS241401163"
"If I Lose Myself - Alesso vs OneRepublic","OneRepublic","Native","Favorite Songs","Favorite","USUM71303190"
"Watch Out for This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]","Major Lazer","Free the Universe (Extended Version)","Favorite Songs","Favorite","US38W1229208"
"Energy Drink","Virtual Riot","The Classics","Favorite Songs","Favorite","CA5KR1554925"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favorite Songs","Favorite","USIR10001170"
"Struggles - Original Mix","Pink Panda","Struggles","Favorite Songs","Favorite","QM6MZ1542455"
"The Great Commandment","Camouflage","Voices & Images","Favorite Songs","Favorite","USJ3V1239742"
"Augen auf!","OOMPH!","Wahrheit oder Pflicht","Favorite Songs","Favorite","DEC760400001"
"Razor Sharp","Pegboard Nerds","Razor Sharp","Favorite Songs","Favorite","TCABS1341021"
"Bowser - Original Mix","W&W","Bowser","Favorite Songs","Favorite","NLS241500415"
"Vive la Vida - Remix","Gusanito","Gusanito- Grandes Exitos","Favorite Songs","Favorite","ES7510920604"
"Miraj","Sandro Silva","Miraj","Favorite Songs","Favorite","NLZ541301110"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","Favorite Songs","Favorite","GMM881200003"
"Faint","Linkin Park","Meteora (Bonus Edition)","Favorite Songs","Favorite","USWB10300468"
"SuperWave","Ummet Ozcan","SuperWave","Favorite Songs","Favorite","NLZ541400803"
"Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favorite Songs","Favorite","USIR10000604"
"Flight","Tristam","Flight","Favorite Songs","Favorite","TCABS1341023"
"Fighting For - Tiësto Edit","Wee-o","Club Life, Vol. 4 - New York City","Favorite Songs","Favorite","CYA111500030"
"Head Up","Arno Cost","Head Up","Favorite Songs","Favorite","USYBL1400349"
"Get Hyper - Radio Edit","Droideka","Get Hyper","Favorite Songs","Favorite","GB2LD0901167"
"Spaceman","Hardwell","Spaceman","Favorite Songs","Favorite","NLCY31100367"
"Alive & Amplified","The Mooney Suzuki","Alive & Amplified","Favorite Songs","Favorite","USSM10405599"
"(Shake, Shake, Shake) Shake Your Booty","KC & The Sunshine Band","Part 3","Favorite Songs","Favorite","GBAYE7600024"
"That's the Way (I Like It) - 2004 Remaster","KC & The Sunshine Band","KC & the Sunshine Band","Favorite Songs","Favorite","GBAYE0400454"
"Theme From Jurassic Park","John Williams","Jurassic Park","Favorite Songs","Favorite","USMC19340943"
"Don't You Worry Child - Radio Edit","Swedish House Mafia","Don't You Worry Child","Favorite Songs","Favorite","GBAAA1200728"
"Europa League Anthem","Tony Britten","UCL and UEL Anthems","Favorite Songs","Favorite","QZL382044530"
"Champions League Anthem","Tony Britten","UCL and UEL Anthems","Favorite Songs","Favorite","QZL382044529"
"Guile's Theme","Capcom Sound Team","Super Street Fighter II Turbo Original Soundtrack","Favorite Songs","Favorite","JPE101207380"
"Confusion - Pump Panel Reconstruction Mix","Various Artists","Blade The Soundtrack","Favorite Songs","Favorite","USAE81277480"
"No Fear","The Rasmus","Hide from the Sun (Bonus Track Version)","Favorite Songs","Favorite","SEVJH0501503"
"F-F-F-Falling","The Rasmus","Dead Letters (Fan Edition)","Favorite Songs","Favorite","SEVJH0100304"
"Party Rock Anthem","LMFAO","Sorry For Party Rocking","Favorite Songs","Favorite","USUM71100061"
"Sexy And I Know It","LMFAO","Sorry For Party Rocking","Favorite Songs","Favorite","USUM71108090"
"Gangnam Style (강남스타일)","PSY","Gangnam Style (강남스타일)","Favorite Songs","Favorite","USUM71210283"
"Phoenix","League of Legends","Phoenix","Favorite Songs","Favorite","NLRD51859891"
"Armistice","Phoenix","Wolfgang Amadeus Phoenix","Favorite Songs","Favorite","FR31Q0900010"
"Dancin - Krono Remix","Aaron Smith","Ibiza 2019","Favorite Songs","Favorite","GBWUL1901086"
"Turn Down for What","DJ Snake","Turn Down for What","Favorite Songs","Favorite","USSM11308174"
"Paso (The Nini Anthem) - Radio Edit","Sak Noel","Paso (The Nini Anthem) [Radio Edit]","Favorite Songs","Favorite","ES61A1100032"
"Popcorn Funk","Monstaz.","Popcorn Funk","Favorite Songs","Favorite","GBKQU1437191"
"Run Away - Radio Edit","Sunstroke Project","Run Away","Favorite Songs","Favorite","QZS1Z1612756"
"Song for Denise - Maxi version","Piano Fantasia","Best of Collector: Piano Fantasia (Le meilleur des années 80)","Favorite Songs","Favorite","FR57F8500640"
"A Perfect Hero","Chris Stanton","Super Eurobeat Vol.188","Favorite Songs","Favorite","ITL010700487"
"Kiss","Bamboo Bimbo","Super Eurobeat Vol.221","Favorite Songs","Favorite","ITA871200701"
"Rocksteady - Original","The Bloody Beetroots","Rocksteady","Favorite Songs","Favorite","USUS11200569"
"Dance Til Your Dead","Lil Memer","Dance Til Your Dead","Favorite Songs","Favorite","QZES81820552"
"Thé à la menthe (Instrumental)","La Caution","Peines de Maures / Arc-en-ciel pour daltoniens (Instrumental Version)","Favorite Songs","Favorite","FR8W90500038"
"Thé à la menthe (The Lazer Dance Version) [Instrumental]","La Caution","Peines de Maures / Arc-en-ciel pour daltoniens (Instrumental Version)","Favorite Songs","Favorite","FR8W90500032"
"Mammoth - Original","Dimitri Vegas & Like Mike","Mammoth","Favorite Songs","Favorite","BEK011400222"
"La Quiero A Morir","DLG","Lo Esencial","Favorite Songs","Favorite","USSD19700453"
"Volare (Nel Blu di Pinto di Blu)","Gipsy Kings","Mosaïque","Favorite Songs","Favorite","GBAAW0202208"
"Graviphoton","Rom Di Prisco","Esoteric Velociti Paradox (Special Edition)","Favorite Songs","Favorite","uscgj1858569"
"DotA - Radio Edit","Basshunter","LOL (International version)","Favorite Songs","Favorite","SEPQA0651310"
"Gimme the Night - Extended Version","Dave MC Loud","Eurobeat Kudos 11","Favorite Songs","Favorite","ITZE51800085"
"Rapper's Delight - Long Version","The Sugarhill Gang","The Message: The Roots of Rap","Favorite Songs","Favorite","GBAJE0612653"
